customer_id,tenure_months,contract_type,monthly_charges,total_charges,support_tickets,last_login_days,monthly_usage_gb,payment_method,paperless_billing,online_security,tech_support,num_products,churn
CR-1856,11,Month-to-Month,82.86,951.54,0,9,286.0,Credit Card,Yes,No,No,3,0
CR-1857,8,One-Year,44.88,324.2,3,26,81.5,Bank Transfer,Yes,No,Yes,1,1
CR-1858,72,Two-Year,52.38,3750.3,0,20,100.0,Bank Transfer,No,No,No,1,0
CR-1859,7,Month-to-Month,50.35,371.49,1,9,92.2,Electronic Check,Yes,No,No,1,1
CR-1860,10,Month-to-Month,52.91,557.2,2,5,41.4,Credit Card,No,No,Yes,2,0
CR-1861,10,Month-to-Month,72.33,714.29,0,1,85.0,Credit Card,No,No,Yes,2,0
CR-1862,19,One-Year,68.65,1282.08,1,6,168.3,Bank Transfer,No,Yes,Yes,2,0
CR-1863,5,Month-to-Month,103.91,521.91,2,15,103.0,Electronic Check,Yes,No,Yes,4,0
CR-1864,2,Month-to-Month,83.49,211.28,1,4,12.0,Credit Card,Yes,No,No,2,1
CR-1865,8,Month-to-Month,99.44,796.75,0,2,245.9,Electronic Check,Yes,No,No,3,0
CR-1866,24,One-Year,67.9,1591.68,1,29,25.3,Credit Card,No,No,Yes,2,0
CR-1867,36,Month-to-Month,48.65,1754.69,3,18,207.1,Bank Transfer,Yes,No,No,1,1
CR-1868,16,One-Year,71.82,1172.6,3,11,162.5,Bank Transfer,Yes,Yes,No,2,0
CR-1869,22,One-Year,91.16,2002.48,0,1,329.4,Credit Card,No,No,No,4,0
CR-1870,52,Two-Year,37.3,1977.35,5,1,239.8,Credit Card,Yes,No,No,1,0
CR-1871,72,Two-Year,67.73,4902.54,4,1,119.6,Electronic Check,Yes,Yes,Yes,2,0
CR-1872,22,Month-to-Month,34.44,755.83,2,10,103.8,Mailed Check,Yes,No,Yes,1,0
CR-1873,21,One-Year,66.93,1406.82,0,1,280.2,Mailed Check,Yes,No,Yes,2,0
CR-1874,51,Two-Year,62.57,3135.82,1,20,41.9,Bank Transfer,No,Yes,No,2,0
CR-1875,4,Month-to-Month,70.44,318.07,0,54,175.3,Bank Transfer,Yes,Yes,No,3,1
CR-1876,67,Two-Year,79.26,5300.53,1,5,149.5,Bank Transfer,Yes,No,No,3,0
CR-1877,19,One-Year,74.05,1394.95,1,6,132.5,Bank Transfer,No,Yes,No,2,0
CR-1878,5,Month-to-Month,97.82,472.6,3,13,188.3,Mailed Check,Yes,No,No,4,1
CR-1879,53,Two-Year,61.87,3292.81,1,30,175.2,Electronic Check,Yes,Yes,No,2,0
CR-1880,9,Month-to-Month,82.29,706.75,0,24,196.6,Electronic Check,Yes,No,Yes,3,1
CR-1881,1,Month-to-Month,65.59,65.59,1,0,171.1,Mailed Check,No,No,No,2,0
CR-1882,15,Month-to-Month,75.69,1133.77,2,2,193.4,Electronic Check,No,Yes,Yes,3,0
CR-1883,42,Two-Year,82.5,3446.2,0,15,167.5,Credit Card,Yes,No,Yes,3,0
CR-1884,32,One-Year,86.51,2778.38,2,12,107.2,Electronic Check,Yes,No,Yes,4,0
CR-1885,8,Month-to-Month,35.01,262.38,0,1,160.3,Mailed Check,No,No,No,1,1
CR-1886,35,One-Year,54.29,1948.0,1,7,102.8,Credit Card,Yes,Yes,No,2,0
CR-1887,6,One-Year,83.7,523.0,1,16,97.6,Mailed Check,Yes,No,Yes,3,0
CR-1888,3,One-Year,80.6,262.23,3,2,133.1,Mailed Check,No,Yes,Yes,3,0
CR-1889,72,One-Year,59.66,4277.37,1,22,150.4,Electronic Check,No,No,Yes,2,0
CR-1890,45,Two-Year,49.91,2318.12,1,0,162.8,Bank Transfer,No,Yes,Yes,1,0
CR-1891,9,Month-to-Month,46.79,407.94,2,16,233.3,Credit Card,No,No,Yes,1,1
CR-1892,7,Month-to-Month,58.1,385.29,4,10,120.1,Credit Card,No,Yes,No,2,1
CR-1893,31,Two-Year,68.65,2149.35,2,4,175.7,Electronic Check,No,No,No,3,0
CR-1894,3,One-Year,70.8,218.26,1,14,169.4,Mailed Check,Yes,Yes,No,3,0
CR-1895,8,Month-to-Month,28.33,202.09,1,16,111.3,Electronic Check,Yes,No,Yes,1,0
CR-1896,21,Two-Year,98.41,2132.49,0,29,165.9,Credit Card,No,No,No,4,0
CR-1897,23,Month-to-Month,34.38,820.01,2,5,240.2,Bank Transfer,Yes,Yes,Yes,1,0
CR-1898,45,Two-Year,56.05,2522.37,2,12,174.9,Bank Transfer,No,No,Yes,2,0
CR-1899,8,Month-to-Month,41.72,405.79,2,10,178.1,Electronic Check,No,Yes,Yes,1,0
CR-1900,57,One-Year,89.44,5122.4,1,8,103.6,Electronic Check,Yes,No,No,3,0
CR-1901,26,Month-to-Month,88.29,2295.18,2,24,317.5,Electronic Check,Yes,No,No,3,1
CR-1902,2,Month-to-Month,60.45,189.34,2,0,108.1,Bank Transfer,Yes,No,No,2,1
CR-1903,42,One-Year,73.66,3113.49,2,3,26.6,Bank Transfer,Yes,Yes,Yes,2,0
CR-1904,54,One-Year,22.88,1253.98,1,8,228.8,Credit Card,No,Yes,No,1,0
CR-1905,30,Month-to-Month,79.77,2381.51,3,2,150.8,Electronic Check,Yes,Yes,No,2,1
CR-1906,58,One-Year,67.92,3940.84,3,26,135.8,Bank Transfer,No,No,Yes,2,0
CR-1907,8,Month-to-Month,44.03,339.92,1,11,116.4,Mailed Check,Yes,No,Yes,1,0
CR-1908,29,One-Year,70.09,2075.8,3,7,309.7,Credit Card,No,No,No,3,0
CR-1909,2,Month-to-Month,56.62,64.96,2,18,188.4,Electronic Check,Yes,No,No,2,0
CR-1910,1,Month-to-Month,49.09,90.07,4,6,204.0,Credit Card,Yes,No,No,1,1
CR-1911,26,Two-Year,49.32,1256.0,2,8,173.0,Mailed Check,Yes,No,No,1,0
CR-1912,5,One-Year,49.68,246.66,3,0,181.6,Mailed Check,Yes,Yes,No,1,0
CR-1913,6,Month-to-Month,53.72,313.46,1,5,271.9,Credit Card,No,No,No,2,1
CR-1914,64,Two-Year,51.7,3293.2,3,1,139.9,Bank Transfer,No,Yes,No,2,0
CR-1915,48,One-Year,44.95,2178.29,1,12,43.4,Electronic Check,Yes,No,Yes,1,0
CR-1916,58,Month-to-Month,86.7,5028.44,3,7,229.4,Credit Card,Yes,No,No,3,0
CR-1917,10,Month-to-Month,61.03,590.27,0,3,199.7,Credit Card,No,No,Yes,2,0
CR-1918,22,One-Year,75.81,1672.44,0,6,168.6,Electronic Check,No,Yes,Yes,2,0
CR-1919,9,Month-to-Month,97.33,855.09,1,2,197.7,Electronic Check,Yes,Yes,Yes,4,1
CR-1920,42,Month-to-Month,42.99,1789.45,2,28,130.3,Bank Transfer,Yes,No,No,1,1
CR-1921,69,Month-to-Month,67.71,4627.07,1,0,161.7,Credit Card,Yes,No,Yes,2,0
CR-1922,27,Two-Year,73.19,1962.62,0,22,149.5,Electronic Check,Yes,No,No,2,0
CR-1923,6,Month-to-Month,29.51,191.89,2,7,112.7,Bank Transfer,Yes,No,No,1,0
CR-1924,30,Month-to-Month,31.82,955.71,0,10,255.1,Mailed Check,Yes,Yes,No,1,0
CR-1925,2,Month-to-Month,57.87,170.19,3,3,47.0,Electronic Check,Yes,Yes,Yes,2,1
CR-1926,20,One-Year,110.59,2290.18,2,37,348.9,Mailed Check,Yes,Yes,No,3,0
CR-1927,29,One-Year,76.39,2201.38,2,3,230.2,Bank Transfer,Yes,Yes,No,3,0
CR-1928,64,One-Year,59.78,3800.92,1,9,17.8,Electronic Check,Yes,Yes,Yes,2,0
CR-1929,44,Two-Year,67.18,2989.81,0,55,142.1,Electronic Check,Yes,Yes,Yes,2,0
CR-1930,53,One-Year,70.77,3760.87,0,23,146.5,Electronic Check,Yes,No,No,2,1
CR-1931,4,Month-to-Month,44.7,212.88,1,8,191.4,Electronic Check,Yes,Yes,Yes,1,1
CR-1932,61,Month-to-Month,54.64,3345.0,2,51,80.8,Credit Card,Yes,Yes,Yes,1,0
CR-1933,46,One-Year,49.06,2250.93,4,13,162.6,Credit Card,No,No,No,2,0
CR-1934,13,Month-to-Month,53.34,687.76,3,2,150.3,Mailed Check,Yes,Yes,No,2,0
CR-1935,18,One-Year,54.62,996.14,3,5,101.0,Bank Transfer,No,Yes,No,1,0
CR-1936,14,Month-to-Month,43.11,597.21,2,4,89.9,Bank Transfer,Yes,Yes,Yes,1,0
CR-1937,11,One-Year,30.38,370.77,1,4,233.5,Electronic Check,Yes,No,Yes,1,0
CR-1938,29,Month-to-Month,47.77,1346.26,0,15,24.3,Bank Transfer,No,No,Yes,2,0
CR-1939,69,Two-Year,52.89,3685.83,2,9,198.2,Bank Transfer,Yes,No,No,2,0
CR-1940,1,One-Year,43.02,43.02,0,0,223.8,Bank Transfer,Yes,Yes,No,1,0
CR-1941,27,One-Year,47.67,1291.44,4,23,142.5,Mailed Check,Yes,No,Yes,1,0
CR-1942,6,Month-to-Month,39.71,228.33,2,3,164.2,Bank Transfer,Yes,Yes,No,1,0
CR-1943,58,Two-Year,46.85,2671.81,0,60,253.1,Credit Card,Yes,Yes,No,1,0
CR-1944,11,Month-to-Month,56.63,561.13,0,33,103.6,Bank Transfer,No,No,Yes,2,1
CR-1945,43,Two-Year,55.24,2342.39,1,31,111.9,Electronic Check,Yes,No,No,1,0
CR-1946,3,Month-to-Month,104.52,314.93,1,18,120.4,Credit Card,No,Yes,Yes,3,0
CR-1947,1,Month-to-Month,57.07,57.07,2,2,253.2,Electronic Check,Yes,No,No,2,1
CR-1948,65,Two-Year,65.8,4245.77,0,8,263.4,Bank Transfer,Yes,Yes,No,2,0
CR-1949,2,Month-to-Month,46.98,134.53,0,2,48.3,Bank Transfer,No,Yes,No,1,0
CR-1950,38,One-Year,44.39,1649.85,1,3,240.5,Electronic Check,Yes,Yes,Yes,1,0
CR-1951,1,Month-to-Month,49.53,69.9,2,10,225.5,Bank Transfer,No,No,Yes,1,0
CR-1952,7,One-Year,101.79,685.86,1,0,284.3,Electronic Check,Yes,Yes,Yes,4,0
CR-1953,3,One-Year,74.29,189.19,3,38,190.8,Electronic Check,Yes,No,Yes,3,1
CR-1954,53,Two-Year,56.17,2958.89,1,27,156.5,Credit Card,Yes,Yes,No,1,0
CR-1955,69,Two-Year,63.02,4366.98,1,5,251.6,Bank Transfer,Yes,No,No,2,0
CR-1956,29,Two-Year,39.15,1094.21,3,7,215.9,Electronic Check,Yes,Yes,No,1,0
CR-1957,47,Month-to-Month,67.43,3177.83,2,6,339.6,Bank Transfer,Yes,Yes,Yes,1,0
CR-1958,71,One-Year,77.84,5497.82,2,23,236.7,Credit Card,Yes,No,No,3,0
CR-1959,5,Month-to-Month,45.55,204.33,1,12,172.3,Electronic Check,Yes,No,Yes,1,0
CR-1960,24,One-Year,62.75,1518.02,3,3,66.1,Bank Transfer,Yes,Yes,No,2,0
CR-1961,39,Two-Year,59.7,2393.5,2,6,113.5,Bank Transfer,No,No,Yes,2,0
CR-1962,11,Month-to-Month,65.49,693.06,2,6,45.1,Mailed Check,Yes,Yes,No,2,0
CR-1963,5,Month-to-Month,88.55,464.35,2,35,142.8,Bank Transfer,No,No,Yes,4,0
CR-1964,48,One-Year,84.97,4069.18,1,2,234.1,Electronic Check,Yes,No,Yes,3,0
CR-1965,45,One-Year,61.42,2749.66,2,1,159.7,Bank Transfer,Yes,Yes,No,3,0
CR-1966,3,Month-to-Month,48.02,176.2,1,23,241.7,Bank Transfer,Yes,No,No,2,0
CR-1967,7,One-Year,61.26,403.51,0,24,187.0,Electronic Check,No,Yes,No,1,0
CR-1968,17,Month-to-Month,66.44,1094.86,2,22,127.8,Mailed Check,No,Yes,Yes,3,1
CR-1969,3,One-Year,77.4,246.01,1,7,167.0,Electronic Check,Yes,No,Yes,4,0
CR-1970,2,Month-to-Month,48.69,145.22,4,11,197.8,Electronic Check,Yes,Yes,Yes,2,1
CR-1971,24,One-Year,114.4,2768.1,2,9,171.1,Electronic Check,Yes,Yes,No,4,0
CR-1972,71,Month-to-Month,25.08,1738.47,1,0,172.1,Credit Card,No,Yes,Yes,1,0
CR-1973,64,One-Year,33.44,2121.7,0,9,98.5,Bank Transfer,Yes,No,No,1,0
CR-1974,3,Month-to-Month,28.42,114.65,0,0,125.4,Electronic Check,No,Yes,No,1,1
CR-1975,22,Two-Year,58.26,1329.15,2,4,340.7,Credit Card,Yes,Yes,No,2,0
CR-1976,42,Two-Year,74.64,3141.74,1,29,258.3,Electronic Check,No,Yes,No,3,0
CR-1977,9,Month-to-Month,56.19,488.33,1,3,42.1,Electronic Check,Yes,Yes,No,2,0
CR-1978,6,Month-to-Month,115.56,742.74,2,30,12.0,Electronic Check,No,No,Yes,4,1
CR-1979,2,One-Year,49.01,95.78,0,3,166.1,Mailed Check,Yes,Yes,Yes,2,0
CR-1980,54,One-Year,59.98,3220.75,4,4,231.5,Credit Card,Yes,No,Yes,2,0
CR-1981,3,Month-to-Month,82.39,223.92,1,10,118.4,Credit Card,Yes,No,No,3,1
CR-1982,65,Two-Year,33.2,2122.15,0,15,241.7,Electronic Check,Yes,Yes,Yes,1,0
CR-1983,41,Two-Year,83.87,3523.68,2,7,164.8,Bank Transfer,Yes,No,No,3,0
CR-1984,53,Month-to-Month,39.0,2109.63,0,23,147.0,Bank Transfer,No,No,Yes,1,0
CR-1985,3,Month-to-Month,46.74,120.53,0,0,220.5,Bank Transfer,No,No,No,1,0
CR-1986,8,One-Year,59.92,531.31,0,28,117.4,Electronic Check,No,No,No,2,0
CR-1987,33,Month-to-Month,76.49,2540.17,0,2,137.1,Credit Card,Yes,No,No,4,0
CR-1988,2,Month-to-Month,74.06,162.34,4,23,213.6,Electronic Check,No,No,Yes,2,1
CR-1989,6,Month-to-Month,81.7,468.66,2,5,157.5,Bank Transfer,Yes,No,No,2,0
CR-1990,15,Two-Year,77.23,1143.03,4,19,312.7,Bank Transfer,No,No,No,3,1
CR-1991,57,One-Year,34.02,1937.87,1,12,215.5,Credit Card,Yes,Yes,Yes,1,0
CR-1992,34,Two-Year,94.06,3139.07,2,2,210.3,Electronic Check,No,No,No,3,0
CR-1993,11,Month-to-Month,79.9,864.3,1,27,156.0,Electronic Check,Yes,Yes,Yes,2,1
CR-1994,2,Month-to-Month,41.31,82.75,0,3,230.0,Bank Transfer,No,Yes,Yes,1,0
CR-1995,34,Two-Year,58.81,2038.83,1,3,134.2,Mailed Check,Yes,No,No,2,0
CR-1996,69,One-Year,42.2,2893.3,2,18,182.6,Mailed Check,No,Yes,Yes,1,0
CR-1997,1,Month-to-Month,26.25,50.61,2,1,86.7,Electronic Check,Yes,Yes,No,1,1
CR-1998,1,Month-to-Month,40.09,40.09,2,2,243.2,Electronic Check,No,Yes,Yes,1,1
CR-1999,4,Month-to-Month,60.15,275.61,1,7,183.2,Bank Transfer,Yes,Yes,No,1,1
CR-2000,5,Month-to-Month,59.31,269.54,1,19,318.6,Bank Transfer,No,Yes,No,2,0
CR-2001,6,Month-to-Month,50.6,307.51,2,1,351.4,Credit Card,Yes,No,No,2,0
CR-2002,3,Month-to-Month,65.97,210.1,0,8,221.1,Bank Transfer,Yes,Yes,Yes,2,0
CR-2003,4,One-Year,54.33,223.63,0,13,165.5,Bank Transfer,No,No,No,2,0
CR-2004,40,Two-Year,78.34,3130.4,1,21,84.3,Credit Card,No,No,Yes,3,0
CR-2005,43,Two-Year,30.31,1266.08,2,30,232.4,Electronic Check,No,No,No,1,0
CR-2006,45,One-Year,50.63,2251.66,3,16,176.8,Credit Card,No,Yes,No,2,0
CR-2007,11,Month-to-Month,50.38,584.07,2,11,203.0,Bank Transfer,Yes,No,Yes,1,0
CR-2008,19,Month-to-Month,62.16,1163.12,1,6,298.4,Credit Card,Yes,Yes,Yes,2,1
CR-2009,37,One-Year,53.24,1966.78,2,1,94.0,Electronic Check,Yes,No,No,2,0
CR-2010,19,Month-to-Month,80.2,1479.04,1,13,86.1,Electronic Check,Yes,Yes,Yes,3,0
CR-2011,6,One-Year,72.93,463.34,3,54,141.1,Mailed Check,Yes,No,Yes,3,0
CR-2012,71,Two-Year,71.16,5012.78,1,14,225.7,Bank Transfer,No,No,Yes,3,0
CR-2013,31,Two-Year,54.64,1721.32,0,0,204.4,Mailed Check,Yes,No,No,1,0
CR-2014,6,Month-to-Month,50.83,273.1,1,7,88.3,Credit Card,Yes,No,Yes,1,0
CR-2015,60,Two-Year,96.79,5837.84,0,10,220.5,Mailed Check,Yes,Yes,No,4,0
CR-2016,35,Month-to-Month,62.44,2185.71,3,12,63.9,Electronic Check,Yes,No,No,2,0
CR-2017,1,Month-to-Month,96.92,96.92,1,13,93.0,Electronic Check,Yes,No,No,4,0
CR-2018,42,Two-Year,65.87,2814.55,2,8,150.8,Credit Card,Yes,No,No,2,0
CR-2019,19,One-Year,89.0,1688.93,1,2,115.7,Credit Card,No,Yes,No,4,0
CR-2020,10,Month-to-Month,105.63,1045.45,4,31,231.2,Bank Transfer,Yes,Yes,Yes,4,1
CR-2021,26,One-Year,64.54,1705.31,0,13,182.9,Bank Transfer,No,Yes,Yes,2,0
CR-2022,5,Month-to-Month,40.37,157.44,0,2,301.2,Mailed Check,Yes,No,No,1,1
CR-2023,27,One-Year,56.12,1439.43,2,4,140.2,Electronic Check,Yes,No,No,2,0
CR-2024,30,One-Year,105.41,3197.04,1,28,150.2,Bank Transfer,Yes,Yes,No,4,0
CR-2025,55,Two-Year,77.5,4237.41,2,24,256.8,Electronic Check,No,Yes,Yes,3,0
CR-2026,31,Month-to-Month,36.01,1142.25,1,5,152.7,Electronic Check,No,No,No,1,0
CR-2027,7,Month-to-Month,57.15,401.43,1,0,279.5,Bank Transfer,Yes,No,No,2,0
CR-2028,48,One-Year,86.69,4126.2,0,0,203.3,Credit Card,Yes,Yes,Yes,3,0
CR-2029,29,One-Year,44.89,1320.03,2,3,12.0,Credit Card,Yes,No,No,2,0
CR-2030,31,Month-to-Month,75.45,2326.64,1,10,254.2,Mailed Check,Yes,No,Yes,3,0
CR-2031,20,One-Year,89.71,1761.88,0,9,233.0,Electronic Check,No,Yes,No,3,0
CR-2032,13,Two-Year,95.32,1207.62,2,11,236.1,Bank Transfer,Yes,Yes,Yes,4,0
CR-2033,51,Two-Year,45.73,2280.24,2,13,12.0,Electronic Check,Yes,No,Yes,1,0
CR-2034,2,One-Year,53.87,119.83,1,0,107.0,Electronic Check,No,Yes,No,1,0
CR-2035,5,One-Year,51.92,231.54,1,1,112.9,Electronic Check,Yes,No,No,1,0
CR-2036,16,One-Year,92.6,1480.56,2,4,92.7,Electronic Check,No,No,Yes,4,0
CR-2037,28,One-Year,59.7,1666.15,1,1,299.4,Bank Transfer,No,Yes,Yes,2,0
CR-2038,60,One-Year,52.05,3094.75,1,0,159.1,Electronic Check,Yes,Yes,No,1,0
CR-2039,1,Month-to-Month,70.39,70.39,2,11,157.1,Bank Transfer,Yes,No,No,2,1
CR-2040,26,Month-to-Month,60.12,1639.13,0,18,204.2,Mailed Check,Yes,No,Yes,2,0
CR-2041,68,One-Year,78.46,5333.82,3,15,205.5,Credit Card,No,Yes,No,3,0
CR-2042,14,Month-to-Month,81.68,1198.22,2,18,12.0,Credit Card,No,No,No,3,0
CR-2043,11,Two-Year,74.67,856.32,1,12,108.3,Credit Card,Yes,No,No,2,0
CR-2044,9,Month-to-Month,53.68,473.49,3,14,47.0,Bank Transfer,Yes,Yes,Yes,1,1
CR-2045,26,Month-to-Month,103.93,2707.61,5,3,192.0,Credit Card,Yes,No,Yes,4,0
CR-2046,34,One-Year,32.21,1099.7,1,54,136.9,Credit Card,Yes,Yes,Yes,1,0
CR-2047,29,Month-to-Month,58.25,1744.58,1,2,161.2,Electronic Check,Yes,No,Yes,2,0
CR-2048,22,Month-to-Month,40.78,922.06,2,2,12.0,Credit Card,No,No,No,1,0
CR-2049,20,Month-to-Month,57.18,1119.38,2,3,135.2,Bank Transfer,Yes,No,Yes,1,0
CR-2050,32,One-Year,40.61,1310.07,0,40,249.2,Electronic Check,No,Yes,Yes,1,0
CR-2051,26,One-Year,73.53,1935.91,0,48,272.8,Credit Card,No,No,No,2,0
CR-2052,36,Two-Year,55.29,1955.18,4,17,217.5,Credit Card,Yes,No,No,2,0
CR-2053,25,One-Year,38.09,967.07,1,10,53.2,Bank Transfer,No,No,Yes,1,0
CR-2054,46,One-Year,47.81,2239.62,0,8,260.8,Electronic Check,Yes,No,No,1,0
CR-2055,8,Month-to-Month,94.68,731.72,0,38,217.9,Bank Transfer,No,No,No,3,1
CR-2056,52,One-Year,40.88,2104.18,2,13,150.6,Bank Transfer,Yes,No,No,1,0
CR-2057,13,One-Year,18.5,275.31,2,31,12.0,Mailed Check,No,Yes,No,1,0
CR-2058,29,Month-to-Month,45.36,1304.81,3,4,236.3,Credit Card,No,No,Yes,2,0
CR-2059,4,Month-to-Month,81.98,298.46,1,4,112.6,Credit Card,Yes,Yes,No,3,1
CR-2060,16,One-Year,28.25,478.47,2,21,187.7,Electronic Check,Yes,No,No,1,0
CR-2061,9,Month-to-Month,88.34,812.37,2,1,165.5,Electronic Check,Yes,No,No,4,1
CR-2062,10,Month-to-Month,61.12,614.03,2,32,283.1,Electronic Check,Yes,No,Yes,2,1
CR-2063,1,Month-to-Month,36.51,70.25,0,7,150.0,Bank Transfer,Yes,No,Yes,2,0
CR-2064,9,One-Year,39.2,388.67,1,28,158.8,Electronic Check,No,No,Yes,1,0
CR-2065,48,Two-Year,49.35,2366.32,2,4,286.3,Bank Transfer,No,No,No,2,0
CR-2066,1,Month-to-Month,28.01,87.24,0,13,107.3,Electronic Check,Yes,No,No,1,1
CR-2067,5,Month-to-Month,52.98,312.4,0,7,225.1,Bank Transfer,No,Yes,No,2,0
CR-2068,16,One-Year,32.31,457.43,3,10,144.1,Electronic Check,Yes,No,Yes,1,1
CR-2069,48,Two-Year,65.69,3122.22,2,7,79.8,Electronic Check,No,No,Yes,2,0
CR-2070,1,Two-Year,90.97,90.97,2,37,160.1,Credit Card,Yes,No,No,3,0
CR-2071,2,Month-to-Month,75.36,140.98,1,12,215.3,Bank Transfer,Yes,Yes,No,3,0
CR-2072,6,One-Year,37.04,185.9,1,3,268.3,Credit Card,Yes,Yes,No,1,0
CR-2073,17,Month-to-Month,56.86,942.19,0,26,278.0,Credit Card,No,No,No,2,0
CR-2074,8,Month-to-Month,49.92,432.08,3,3,136.4,Credit Card,Yes,Yes,No,2,0
CR-2075,21,One-Year,30.11,579.67,1,5,81.0,Electronic Check,Yes,Yes,No,1,0
CR-2076,63,One-Year,44.54,2809.91,0,1,134.5,Electronic Check,Yes,Yes,No,2,0
CR-2077,57,Two-Year,29.7,1696.61,3,25,65.5,Bank Transfer,Yes,No,Yes,1,0
CR-2078,17,Month-to-Month,77.32,1311.97,1,3,142.6,Mailed Check,Yes,No,No,2,0
CR-2079,5,Month-to-Month,72.1,364.42,2,3,132.7,Credit Card,Yes,No,No,3,1
CR-2080,40,Two-Year,18.5,673.03,1,27,218.2,Bank Transfer,Yes,Yes,No,1,0
CR-2081,62,Two-Year,37.13,2277.77,0,18,12.0,Electronic Check,Yes,Yes,No,1,0
CR-2082,13,Month-to-Month,27.1,398.59,2,1,101.3,Bank Transfer,Yes,Yes,Yes,1,0
CR-2083,18,Month-to-Month,97.59,1720.71,0,16,102.0,Bank Transfer,Yes,No,No,4,0
CR-2084,32,One-Year,78.52,2562.64,1,26,255.0,Credit Card,Yes,No,No,3,0
CR-2085,59,One-Year,43.56,2527.84,1,0,70.9,Bank Transfer,Yes,Yes,No,1,0
CR-2086,10,Two-Year,60.59,560.09,1,19,178.1,Electronic Check,Yes,Yes,Yes,2,0
CR-2087,31,Two-Year,39.27,1188.82,1,8,149.7,Electronic Check,Yes,Yes,No,1,0
CR-2088,7,Month-to-Month,46.44,358.95,1,12,243.4,Electronic Check,Yes,No,Yes,2,1
CR-2089,3,Month-to-Month,60.25,164.37,0,7,207.7,Bank Transfer,Yes,No,Yes,2,0
CR-2090,17,Month-to-Month,107.19,1832.59,5,13,169.7,Electronic Check,Yes,No,Yes,4,1
CR-2091,5,One-Year,61.14,307.91,0,0,115.6,Bank Transfer,No,No,No,1,0
CR-2092,31,Month-to-Month,58.62,1815.59,0,15,12.0,Credit Card,No,Yes,No,2,0
CR-2093,59,One-Year,77.7,4622.52,3,0,179.8,Electronic Check,Yes,No,Yes,3,0
CR-2094,60,One-Year,84.0,5063.15,1,6,202.4,Bank Transfer,Yes,Yes,Yes,3,0
CR-2095,58,Two-Year,75.93,4369.65,3,1,34.0,Credit Card,Yes,Yes,Yes,2,0
CR-2096,1,Month-to-Month,56.14,56.14,2,19,61.3,Bank Transfer,No,Yes,No,2,1
CR-2097,10,Month-to-Month,67.93,731.6,2,4,180.2,Bank Transfer,Yes,Yes,Yes,2,0
CR-2098,63,Two-Year,52.77,3334.1,1,6,187.1,Bank Transfer,Yes,Yes,No,2,0
CR-2099,71,Two-Year,82.3,5798.06,2,6,80.7,Bank Transfer,Yes,No,No,3,0
CR-2100,1,One-Year,106.71,106.71,0,16,114.1,Electronic Check,Yes,Yes,No,4,0
CR-2101,4,Month-to-Month,66.09,291.06,1,7,13.1,Electronic Check,Yes,No,No,3,0
CR-2102,62,One-Year,55.75,3477.57,0,17,270.2,Electronic Check,No,No,No,2,0
CR-2103,20,One-Year,88.55,1743.36,1,0,56.0,Credit Card,Yes,No,No,3,0
CR-2104,15,Month-to-Month,49.16,759.83,0,2,203.4,Electronic Check,Yes,Yes,No,1,1
CR-2105,23,Two-Year,53.36,1275.26,1,8,157.2,Mailed Check,No,No,Yes,1,0
CR-2106,4,Month-to-Month,69.48,321.66,1,32,263.2,Credit Card,Yes,No,No,2,1
CR-2107,53,Month-to-Month,39.59,2146.4,3,0,96.6,Credit Card,Yes,Yes,No,1,1
CR-2108,13,Two-Year,118.99,1563.53,0,0,164.9,Credit Card,Yes,No,Yes,4,0
CR-2109,40,Two-Year,62.37,2489.47,0,1,24.1,Electronic Check,Yes,No,No,2,0
CR-2110,51,Month-to-Month,30.44,1540.37,2,11,12.0,Bank Transfer,No,No,Yes,2,1
CR-2111,8,Month-to-Month,58.18,464.92,1,5,207.7,Mailed Check,Yes,No,No,2,0
CR-2112,31,Month-to-Month,74.31,2277.33,4,19,17.2,Electronic Check,No,Yes,No,3,1
CR-2113,24,Month-to-Month,68.95,1644.02,0,0,141.7,Electronic Check,No,No,Yes,2,0
CR-2114,24,Month-to-Month,38.49,962.01,1,2,240.9,Electronic Check,Yes,Yes,Yes,1,0
CR-2115,7,Month-to-Month,89.99,581.66,2,3,219.7,Bank Transfer,Yes,Yes,No,3,0
CR-2116,55,Two-Year,66.58,3615.68,4,10,106.8,Electronic Check,Yes,No,No,2,0
CR-2117,2,Month-to-Month,33.0,90.92,3,12,32.9,Bank Transfer,No,No,Yes,1,1
CR-2118,22,Month-to-Month,59.6,1300.69,1,1,200.8,Credit Card,Yes,No,No,2,0
CR-2119,16,One-Year,35.24,506.07,1,31,267.4,Electronic Check,Yes,Yes,No,1,1
CR-2120,11,Month-to-Month,98.85,1085.51,2,4,107.0,Credit Card,No,Yes,Yes,4,0
CR-2121,6,One-Year,53.19,313.02,0,13,95.7,Electronic Check,Yes,No,Yes,2,0
CR-2122,9,Month-to-Month,97.74,866.73,1,8,118.0,Electronic Check,Yes,Yes,No,4,0
CR-2123,1,Month-to-Month,58.28,78.85,0,2,205.7,Electronic Check,Yes,Yes,Yes,2,0
CR-2124,7,Month-to-Month,95.48,628.36,1,20,258.3,Credit Card,Yes,No,No,4,0
CR-2125,7,One-Year,63.51,444.96,0,18,60.8,Credit Card,Yes,No,Yes,1,0
CR-2126,6,Month-to-Month,39.4,230.07,4,5,40.1,Electronic Check,No,No,No,1,1
